DISTANCE_IN_METERS,DURATION_IN_SEC,NDT_IN_KMH,ORGANISATION,POINT_1_CITY,POINT_1_COUNTRY,POINT_1_LAT,POINT_1_LNG,POINT_1_NAME,POINT_1_POSTAL_CODE,POINT_1_STREET,POINT_1_STREET_NUMBER,POINT_2_CITY,POINT_2_COUNTRY,POINT_2_LAT,POINT_2_LNG,POINT_2_NAME,POINT_2_POSTAL_CODE,POINT_2_STREET,POINT_2_STREET_NUMBER,RBA_ID,REPORT_ID,REPORT_NAME,ROAD_TYPE,_id
365,22,60,COWI,,Denmark,56.18290049276627,10.217978235616556,3181,,,,Risskov,Denmark,56.186546268439095,10.218303812914883,4582,8240,Grenåvej,125,180123,178739,AAR_BT_0103 3181 4582,MAJOR_ROAD,37
920,58,57,COWI,Aarhus,Denmark,56.175432085860464,10.221273033065813,3978,8200,Dronning Margrethes Vej,99,,Denmark,56.18290049276627,10.217978235616556,3181,,,,180127,178793,AAR_BT_0105 3978 3181,MAJOR_ROAD,39
1055,76,50,COWI,Aarhus,Denmark,56.17540521083046,10.221176473541277,3978,8200,Dronning Margrethes Vej,99,,Denmark,56.16631645387974,10.218120143516558,3186,,,,180129,178821,AAR_BT_0106 3978 3186,MAJOR_ROAD,40
1055,76,50,COWI,,Denmark,56.166317200585326,10.218226090772646,3186,,,,Aarhus,Denmark,56.175432085860464,10.221273033065813,3978,8200,Dronning Margrethes Vej,99,180131,178847,AAR_BT_0107 3186 3978,MAJOR_ROAD,41
360,22,59,COWI,Aarhus,Denmark,56.141823496238665,10.204370307865133,4367,8000,Marselis Boulevard,,Aarhus,Denmark,56.1407940671622,10.198852845403735,3989,8000,Marselis Boulevard,50,180147,179064,AAR_BT_0115 4367 3989,MAJOR_ROAD,49
725,37,71,COWI,,Denmark,56.167867187555736,10.1515794551907,2655,,,,,Denmark,56.17267848588397,10.153508571758266,3159,,,,186255,185396,AAR_BT_0208 2655 3159,MAJOR_ROAD,142
695,36,70,COWI,,Denmark,56.17262995803033,10.153436152114864,3159,,,,,Denmark,56.16798814878688,10.151387677246134,2655,,,,186257,185422,AAR_BT_0209 3159 2655,MAJOR_ROAD,143
795,44,65,COWI,,Denmark,56.167867187555736,10.1515794551907,2655,,,,,Denmark,56.169148028055325,10.161062711639374,3158,,,,189660,186953,AAR_BT_0210 2655 3158,MAJOR_ROAD,144
830,46,65,COWI,,Denmark,56.169148028055325,10.161062711639374,3158,,,,,Denmark,56.16798814878688,10.151387677246134,2655,,,,189662,186979,AAR_BT_0211 3158 2655,MAJOR_ROAD,145
1015,52,70,COWI,,Denmark,56.1601908856982,10.143257948409996,2654,,,,,Denmark,56.153267352820414,10.139025504299298,3200,,,,189664,187006,AAR_BT_0212 2654 3200,MAJOR_ROAD,146
1040,53,71,COWI,,Denmark,56.153135887760996,10.139060373016491,3200,,,,,Denmark,56.16018043015113,10.143520804893456,2654,,,,189666,187032,AAR_BT_0213 3200 2654,MAJOR_ROAD,147
1610,90,64,COWI,,Denmark,56.1601908856982,10.143257948409996,2654,,,,,Denmark,56.154610138216704,10.157440224536913,3199,,,,189668,187059,AAR_BT_0214 2654 3199,MAJOR_ROAD,148
1575,88,64,COWI,,Denmark,56.154610138216704,10.157440224536913,3199,,,,,Denmark,56.16018043015113,10.143520804893456,2654,,,,189670,187085,AAR_BT_0215 3199 2654,MAJOR_ROAD,149
1030,52,71,COWI,Hinnerup,Denmark,56.23172069428216,10.104986076057457,4320,8382,Århusvej,72,Hinnerup,Denmark,56.22579478256016,10.116589665412903,4322,8382,Stenhøjvej,5,159103,158324,AAR_BT_0001 4320 4322,MAJOR_ROAD,1
1195,39,110,COWI,Hinnerup,Denmark,56.22579478256016,10.116589665412903,4322,8382,Stenhøjvej,5,Tilst,Denmark,56.21740644105506,10.10702759027481,4321,8381,Østjyske Motorvej,,159174,158355,AAR_BT_0002 4322 4321,MAJOR_ROAD,2
2895,148,70,COWI,Hinnerup,Denmark,56.23172069428216,10.104986076057457,4320,8382,Århusvej,72,Aarhus,Denmark,56.2149789163549,10.13969570304107,4364,8200,Søftenvej,,159382,158386,AAR_BT_0003 4320 4364,MAJOR_ROAD,3
2880,148,70,COWI,Aarhus,Denmark,56.21508593264829,10.13978019262504,4364,8200,Søftenvej,,Hinnerup,Denmark,56.23181760050895,10.105109457672143,4320,8382,Århusvej,72,159534,158415,AAR_BT_0004 4364 4320,MAJOR_ROAD,4
2345,75,113,COWI,Tilst,Denmark,56.21731711429131,10.10711200000003,4321,8381,Østjyske Motorvej,,Hinnerup,Denmark,56.23490211108693,10.12519614484404,4323,8382,Nordjyske Motorvej,,159619,158446,AAR_BT_0005 4321 4323,MAJOR_ROAD,5
910,47,70,COWI,,Denmark,56.17871060412596,10.184485323907893,2658,,,,,Denmark,56.17505006362324,10.171526038028787,2657,,,,180165,179310,AAR_BT_0124 2658 2657,MAJOR_ROAD,58
1030,46,81,COWI,Aarhus,Denmark,56.20417258212644,10.175406949737521,4350,8200,Søftenvej,,Aarhus,Denmark,56.20869704245814,10.161186577298167,4349,8200,Søftenvej,,161140,158954,AAR_BT_0022 4350 4349,MAJOR_ROAD,22
1030,46,81,COWI,Aarhus,Denmark,56.20852026816215,10.161038385250095,4349,8200,Søftenvej,,Aarhus,Denmark,56.20391,10.175128,4350,8200,Søftenvej,,161167,158983,AAR_BT_0023 4349 4350,MAJOR_ROAD,23
3132,125,90,COWI,Hinnerup,Denmark,56.23489759702643,10.125013142824173,4323,8382,Nordjyske Motorvej,,Aarhus,Denmark,56.2149789163549,10.13969570304107,4364,8200,Søftenvej,,172457,172329,AAR_BT_0027 4323 4364,MAJOR_ROAD,27
1193,53,81,COWI,Hinnerup,Denmark,56.22579478256016,10.116589665412903,4322,8382,Stenhøjvej,5,Tilst,Denmark,56.21740644105506,10.10702759027481,4321,8381,Østjyske Motorvej,,171762,171572,AAR_BT_0028 4326 4322 4321,MAJOR_ROAD,28
365,22,60,COWI,Risskov,Denmark,56.18655111946821,10.218124775463139,4582,8240,Grenåvej,125,,Denmark,56.18290049276627,10.21780255092608,3181,,,,180121,178713,AAR_BT_0102 4582 3181,MAJOR_ROAD,36
1110,76,53,COWI,Ega,Denmark,56.22020076302727,10.267762215938546,4352,8250,Mejlbyvej,58,Ega,Denmark,56.2107989833621,10.269519082174156,4356,8250,Mejlbyvej,4,192400,190853,AAR_BT_0295 4352 4356,MAJOR_ROAD,228
700,31,81,COWI,Aarhus,Denmark,56.20391,10.175128,4350,8200,Søftenvej,,Aarhus,Denmark,56.19920218884512,10.182238219573946,4362,8200,Randersvej,,161215,159014,AAR_BT_0024 4350 4362,MAJOR_ROAD,24
710,32,80,COWI,Aarhus,Denmark,56.19922307868954,10.182444749668093,4362,8200,Randersvej,,Aarhus,Denmark,56.20417258212644,10.175406949737521,4350,8200,Søftenvej,,161251,159043,AAR_BT_0025 4362 4350,MAJOR_ROAD,25
920,58,57,COWI,,Denmark,56.18290049276627,10.21780255092608,3181,,,,Aarhus,Denmark,56.17540521083046,10.221176473541277,3978,8200,Dronning Margrethes Vej,99,180125,178767,AAR_BT_0104 3181 3978,MAJOR_ROAD,38
610,37,59,COWI,,Denmark,56.163969409207326,10.185844404928275,3193,,,,,Denmark,56.15898299999999,10.182659856483497,3185,,,,182226,180980,AAR_BT_0146 3193 3185,MAJOR_ROAD,80
505,30,61,COWI,,Denmark,56.162369287665825,10.178335597553314,3157,,,,,Denmark,56.15898299999999,10.182659856483497,3185,,,,189742,188039,AAR_BT_0251 3157 3185,MAJOR_ROAD,185
630,35,65,COWI,Tilst,Denmark,56.18546282170713,10.096344851520598,4347,8381,Tilst Parkvej,11,Tilst,Denmark,56.18277313796047,10.101564720237775,4329,8381,Anelystvej,,229204,195684,AAR_BT_0380 4347 4329,MAJOR_ROAD,301
550,28,71,COWI,Hasselager,Denmark,56.10806431410453,10.114700495700845,4378,8361,Møllebakken,60,Hasselager,Denmark,56.110590119560015,10.122408752149568,4562,8361,Møllebakken,15,229427,197572,AAR_BT_0401 4378 4562,MAJOR_ROAD,322
505,30,61,COWI,,Denmark,56.171122550932225,10.201447428241636,3191,,,,,Denmark,56.17235120664372,10.209275766864721,3183,,,,182216,180844,AAR_BT_0141 3191 3183,MAJOR_ROAD,75
460,29,57,COWI,,Denmark,56.14251885276732,10.186880262565637,3150,,,,,Denmark,56.1457221852484,10.186944694442786,3197,,,,192338,190020,AAR_BT_0263 3150 3197,MAJOR_ROAD,197
740,44,61,COWI,Aarhus,Denmark,56.1417522836526,10.192723647815683,3979,8000,Søndre Ringgade,,Aarhus,Denmark,56.13959744418457,10.186632644180236,3990,8000,Marselis Boulevard,135,229619,206184,AAR_BT_0497 3979 3990,MAJOR_ROAD,418
465,32,52,COWI,Højbjerg,Denmark,56.117828971777826,10.207113017196662,4377,8270,Oddervej,51,Højbjerg,Denmark,56.11692219631463,10.202164315973278,4368,8270,Rosenvangs Alle,233,229623,206237,AAR_BT_0499 4377 4368,MAJOR_ROAD,420
540,36,54,COWI,Højbjerg,Denmark,56.11692219631463,10.202164315973278,4368,8270,Rosenvangs Alle,233,Højbjerg,Denmark,56.114487000000004,10.207854230653766,4379,8270,Oddervej,89,229627,206290,AAR_BT_0501 4368 4379,MAJOR_ROAD,422
545,37,53,COWI,Højbjerg,Denmark,56.114487000000004,10.207854230653766,4379,8270,Oddervej,89,Højbjerg,Denmark,56.11692219631463,10.202164315973278,4368,8270,Rosenvangs Alle,233,229629,206316,AAR_BT_0502 4379 4368,MAJOR_ROAD,423
1400,84,60,COWI,Aarhus,Denmark,56.169454614092764,10.11966875826647,4337,8220,Holmstrupgårdvej,28,Aarhus,Denmark,56.16459887184971,10.109984271163967,4325,8220,Edwin Rahrs Vej,73-75,229633,206369,AAR_BT_0504 4337 4325,MAJOR_ROAD,425
740,44,61,COWI,Aarhus,Denmark,56.13953206657349,10.177203408737114,3988,8000,Haveforening Af 1918,5,,Denmark,56.14251885276732,10.186880262565637,3150,,,,192356,190259,AAR_BT_0272 3988 3150,MAJOR_ROAD,206
905,45,72,COWI,Ega,Denmark,56.2107989833621,10.269519082174156,4356,8250,Mejlbyvej,4,Ega,Denmark,56.21155278296297,10.27770202943043,4353,8250,Grenåvej,,229090,192734,AAR_BT_0321 4356 4353,MAJOR_ROAD,244
1085,56,70,COWI,Aarhus,Denmark,56.17734056158762,10.138347076057471,4339,8210,Viborgvej,280,,Denmark,56.17262995803033,10.153436152114864,3159,,,,850284,194905,AAR_BT_0351 4339 3159,MAJOR_ROAD,272
570,32,64,COWI,Aarhus,Denmark,56.162574351819416,10.139154364418005,4587,8220,Edwin Rahrs Vej,6B,,Denmark,56.1601908856982,10.143257948409996,2654,,,,229198,195605,AAR_BT_0377 4587 2654,MAJOR_ROAD,298
845,47,65,COWI,Tilst,Denmark,56.18271715899992,10.101720288360639,4329,8381,Anelystvej,,Tilst,Denmark,56.182637286706964,10.113531440475526,4335,8381,Langørvej,36,229206,195711,AAR_BT_0381 4329 4335,MAJOR_ROAD,302
935,51,66,COWI,Tilst,Denmark,56.178402535294865,10.12084169080731,4336,8381,Holmstrupgårdvej,,Tilst,Denmark,56.182637286706964,10.113531440475526,4335,8381,Langørvej,36,229210,195764,AAR_BT_0383 4336 4335,MAJOR_ROAD,304
1020,61,60,COWI,Aarhus,Denmark,56.169454614092764,10.11966875826647,4337,8220,Holmstrupgårdvej,28,Aarhus,Denmark,56.16254304778694,10.125912580356612,4330,8220,Edwin Rahrs Vej,42,229635,206396,AAR_BT_0505 4337 4330,MAJOR_ROAD,426
880,45,70,COWI,Risskov,Denmark,56.20056009742038,10.241876431877131,4567,8240,Grenåvej,,Risskov,Denmark,56.19774431284465,10.228593618385275,4572,8240,Grenåvej,,192388,190691,AAR_BT_0289 4567 4572,MAJOR_ROAD,222
975,54,65,COWI,Højbjerg,Denmark,56.10480213435411,10.198804084655762,4371,8270,Bushøjvænget,111,Højbjerg,Denmark,56.09926842434083,10.209020390213027,4369,8270,Oddervej,206,229595,204193,AAR_BT_0485 4371 4369,MAJOR_ROAD,406
1000,60,60,COWI,Aarhus,Denmark,56.16254304778694,10.125912580356612,4330,8220,Edwin Rahrs Vej,42,Aarhus,Denmark,56.169454614092764,10.11966875826647,4337,8220,Holmstrupgårdvej,28,229637,206422,AAR_BT_0506 4330 4337,MAJOR_ROAD,427
1076,119,33,COWI,Aarhus,Denmark,56.13458495857738,10.189980711639464,4554,8000,Jyllands Alle,,Aarhus,Denmark,56.1417522836526,10.192723647815683,3979,8000,Søndre Ringgade,,229647,209748,AAR_BT_0511 4554 3979,MAJOR_ROAD,432
2775,109,92,COWI,Lystrup,Denmark,56.22521120818609,10.246299305557386,4327,8520,Djurslandmotorvejen,,Ega,Denmark,56.22020076302727,10.267762215938546,4352,8250,Mejlbyvej,58,229661,209933,AAR_BT_0518 4327 4352,MAJOR_ROAD,439
1870,96,70,COWI,,Denmark,56.13203209461566,10.157658842922274,2651,,,,Aarhus,Denmark,56.13953206657349,10.177203408737114,3988,8000,Haveforening Af 1918,5,189692,187377,AAR_BT_0226 2651 3988,MAJOR_ROAD,160
620,32,70,COWI,Aarhus,Denmark,56.18950967440927,10.190940219574031,4361,8200,Randersvej,210,,Denmark,56.18461478101305,10.195804343585905,3155,,,,229082,192627,AAR_BT_0315 4361 3155,MAJOR_ROAD,240
1070,58,66,COWI,,Denmark,56.16798814878688,10.151387677246134,2655,,,,Aarhus,Denmark,56.1627072781356,10.139116813491796,4587,8220,Edwin Rahrs Vej,6B,229196,195578,AAR_BT_0376 2655 4587,MAJOR_ROAD,297
645,35,66,COWI,Tilst,Denmark,56.18271715899992,10.101720288360639,4329,8381,Anelystvej,,Tilst,Denmark,56.18546282170713,10.096344851520598,4347,8381,Tilst Parkvej,11,229202,195658,AAR_BT_0379 4329 4347,MAJOR_ROAD,300
930,49,68,COWI,Aarhus,Denmark,56.15457258895634,10.072391914016862,4344,8220,Hestagervej,7,Aarhus,Denmark,56.152447520476194,10.064734635581999,3184,8220,Silkeborgvej,790,229230,197355,AAR_BT_0393 4344 3184,MAJOR_ROAD,314
3340,187,64,COWI,Hasselager,Denmark,56.10806431410453,10.114700495700845,4378,8361,Møllebakken,60,Hasselager,Denmark,56.10078220214434,10.062659148479497,4551,8361,Hovedvejen,240,229425,197544,AAR_BT_0400 4378 4551,MAJOR_ROAD,321
805,48,60,COWI,Aarhus,Denmark,56.12437832738177,10.180056017196648,4553,8260,Jyllands Alle,158,Højbjerg,Denmark,56.12994000000001,10.187329678573633,4548,8270,Jyllands Alle,114,229475,198221,AAR_BT_0425 4553 4548,MAJOR_ROAD,346
875,44,72,COWI,Ega,Denmark,56.21163929866206,10.277436490737955,4353,8250,Grenåvej,,Ega,Denmark,56.210806441766366,10.269670626983498,4356,8250,Mejlbyvej,4,229092,192760,AAR_BT_0322 4353 4356,MAJOR_ROAD,245
505,30,61,COWI,Højbjerg,Denmark,56.12994000000001,10.187329678573633,4548,8270,Jyllands Alle,114,Aarhus,Denmark,56.13458495857738,10.189980711639464,4554,8000,Jyllands Alle,,229479,198275,AAR_BT_0427 4548 4554,MAJOR_ROAD,348
500,30,60,COWI,Aarhus,Denmark,56.13458495857738,10.189857330024779,4554,8000,Jyllands Alle,,Højbjerg,Denmark,56.12994000000001,10.187329678573633,4548,8270,Jyllands Alle,114,229481,198301,AAR_BT_0428 4554 4548,MAJOR_ROAD,349
1235,89,50,COWI,Aarhus,Denmark,56.13417989322382,10.17948788343233,4556,8260,Rosenvangs Alle,27,Højbjerg,Denmark,56.12391430736949,10.185914784061424,4568,8270,Rosenvangs Alle,118,229483,198330,AAR_BT_0429 4556 4568,MAJOR_ROAD,350
1240,89,50,COWI,Højbjerg,Denmark,56.12391430736949,10.185914784061424,4568,8270,Rosenvangs Alle,118,Aarhus,Denmark,56.13417989322382,10.17948788343233,4556,8260,Rosenvangs Alle,27,229485,201183,AAR_BT_0430 4568 4556,MAJOR_ROAD,351
1325,95,50,COWI,Højbjerg,Denmark,56.12391430736949,10.185914784061424,4568,8270,Rosenvangs Alle,118,Højbjerg,Denmark,56.11692219631463,10.202164315973278,4368,8270,Rosenvangs Alle,233,229487,201211,AAR_BT_0431 4568 4368,MAJOR_ROAD,352
910,58,56,COWI,,Denmark,56.14472622987757,10.208600965029746,3190,,,,Aarhus,Denmark,56.136738858609256,10.20776318039134,4375,8000,Strandvejen,94,229491,201265,AAR_BT_0433 3190 4375,MAJOR_ROAD,354
1715,103,60,COWI,Højbjerg,Denmark,56.117828971777826,10.207113017196662,4377,8270,Oddervej,51,Aarhus,Denmark,56.13236396838821,10.211722754631069,4376,8000,Strandvejen,122,229501,201399,AAR_BT_0438 4377 4376,MAJOR_ROAD,359
385,23,60,COWI,Højbjerg,Denmark,56.117828971777826,10.207113017196662,4377,8270,Oddervej,51,Højbjerg,Denmark,56.114487000000004,10.207854230653766,4379,8270,Oddervej,89,229503,201427,AAR_BT_0439 4377 4379,MAJOR_ROAD,360
385,23,60,COWI,Højbjerg,Denmark,56.114487000000004,10.207854230653766,4379,8270,Oddervej,89,Højbjerg,Denmark,56.117828971777826,10.207113017196662,4377,8270,Oddervej,51,229505,201453,AAR_BT_0440 4379 4377,MAJOR_ROAD,361
700,36,70,COWI,,Denmark,56.15328110479527,10.110953550926183,4585,,,,,Denmark,56.15256095040008,10.123139046627102,3202,,,,183591,182875,AAR_BT_0168 4585 3202,MAJOR_ROAD,102
13080,598,79,COWI,Højbjerg,Denmark,56.09926842434083,10.209020390213027,4369,8270,Oddervej,206,Odder,Denmark,55.988031499663315,10.154807944774575,4370,8300,Århusvej,86,229515,201589,AAR_BT_0445 4369 4370,MAJOR_ROAD,366
13080,598,79,COWI,Odder,Denmark,55.988031499663315,10.154807944774575,4370,8300,Århusvej,86,Højbjerg,Denmark,56.09926842434083,10.209020390213027,4369,8270,Oddervej,206,229517,201615,AAR_BT_0446 4370 4369,MAJOR_ROAD,367
2915,138,76,COWI,Hasselager,Denmark,56.11996007421442,10.083678288360602,4549,8361,Genvejen,,Hasselager,Denmark,56.10806431410453,10.114700495700845,4378,8361,Møllebakken,60,229519,201643,AAR_BT_0447 4549 4378,MAJOR_ROAD,368
2940,138,77,COWI,Hasselager,Denmark,56.10806431410453,10.114700495700845,4378,8361,Møllebakken,60,Hasselager,Denmark,56.11996007421442,10.083678288360602,4549,8361,Genvejen,,229521,201669,AAR_BT_0448 4378 4549,MAJOR_ROAD,369
780,43,65,COWI,Aarhus,Denmark,56.125743621869944,10.15788067857352,3986,8260,Skanderborgvej,224B,Aarhus,Denmark,56.13096577062022,10.166318618385276,3987,8260,Skanderborgvej,169,186195,184595,AAR_BT_0178 3986 3987,MAJOR_ROAD,112
1130,58,70,COWI,Højbjerg,Denmark,56.108951357622736,10.182395559524593,4570,8270,Ringvej Syd,,Højbjerg,Denmark,56.10480213435411,10.198804084655762,4371,8270,Bushøjvænget,111,229451,197896,AAR_BT_0413 4570 4371,MAJOR_ROAD,334
1130,58,70,COWI,Højbjerg,Denmark,56.10480213435411,10.198804084655762,4371,8270,Bushøjvænget,111,Højbjerg,Denmark,56.108951357622736,10.182395559524593,4570,8270,Ringvej Syd,,229453,197922,AAR_BT_0414 4371 4570,MAJOR_ROAD,335
795,45,64,COWI,Aarhus,Denmark,56.11906158966682,10.143036390212956,4559,8260,Søren Lofts Vej,4,Aarhus,Denmark,56.124304277059785,10.141663381614649,4579,8260,Ravnsbjergvej,,229529,201775,AAR_BT_0452 4559 4579,MAJOR_ROAD,373
520,27,69,COWI,Aarhus,Denmark,56.11906158966682,10.143036390212956,4559,8260,Søren Lofts Vej,4,Aarhus,Denmark,56.11814500000001,10.148131067458962,4334,8260,Ringvej Syd,100,229535,201855,AAR_BT_0455 4559 4334,MAJOR_ROAD,376
555,29,69,COWI,Aarhus,Denmark,56.118198830180894,10.148353690807198,4334,8260,Ringvej Syd,100,Aarhus,Denmark,56.11919616177176,10.142859364417973,4559,8260,Søren Lofts Vej,4,229537,201881,AAR_BT_0456 4334 4559,MAJOR_ROAD,377
750,41,66,COWI,Risskov,Denmark,56.186546268439095,10.218303812914883,4582,8240,Grenåvej,125,,Denmark,56.187071255964284,10.212341355819717,2661,,,,186219,184919,AAR_BT_0190 4582 2661,MAJOR_ROAD,124
700,39,65,COWI,,Denmark,56.18696229571611,10.212459373016372,2661,,,,Risskov,Denmark,56.18655111946821,10.218124775463139,4582,8240,Grenåvej,125,186221,184945,AAR_BT_0191 2661 4582,MAJOR_ROAD,125
555,29,69,COWI,Aarhus,Denmark,56.17941549701764,10.130153804893553,4342,8210,Viborgvej,322,Aarhus,Denmark,56.17734056158762,10.138347076057471,4339,8210,Viborgvej,280,229142,193430,AAR_BT_0349 4342 4339,MAJOR_ROAD,270
555,29,69,COWI,Aarhus,Denmark,56.17741297116948,10.138403402446784,4339,8210,Viborgvej,280,Aarhus,Denmark,56.17941549701764,10.130153804893553,4342,8210,Viborgvej,322,850282,194878,AAR_BT_0350 4339 4342,MAJOR_ROAD,271
1085,56,70,COWI,,Denmark,56.17267848588397,10.153508571758266,3159,,,,Aarhus,Denmark,56.17741297116948,10.138403402446784,4339,8210,Viborgvej,280,850286,194931,AAR_BT_0352 3159 4339,MAJOR_ROAD,273
1855,96,70,COWI,Tilst,Denmark,56.16718933444926,10.093612498182324,4345,8381,Anelystvej,35,Tilst,Denmark,56.18271715899992,10.101720288360639,4329,8381,Anelystvej,,229152,194986,AAR_BT_0354 4345 4329,MAJOR_ROAD,275
1010,61,60,COWI,Tilst,Denmark,56.178402535294865,10.12084169080731,4336,8381,Holmstrupgårdvej,,Aarhus,Denmark,56.169454614092764,10.11966875826647,4337,8220,Holmstrupgårdvej,28,229154,195015,AAR_BT_0355 4336 4337,MAJOR_ROAD,276
915,50,66,COWI,Aarhus,Denmark,56.125743621869944,10.15788067857352,3986,8260,Skanderborgvej,224B,,Denmark,56.13203209461566,10.157658842922274,2651,,,,189698,187456,AAR_BT_0229 3986 2651,MAJOR_ROAD,163
1010,61,60,COWI,Aarhus,Denmark,56.169454614092764,10.11966875826647,4337,8220,Holmstrupgårdvej,28,Tilst,Denmark,56.178402535294865,10.12084169080731,4336,8381,Holmstrupgårdvej,,229156,195041,AAR_BT_0356 4337 4336,MAJOR_ROAD,277
2195,109,72,COWI,Aarhus,Denmark,56.15962240514419,10.077223474868788,2650,8220,Edwin Rahrs Vej,,Aarhus,Denmark,56.16459887184971,10.109984271163967,4325,8220,Edwin Rahrs Vej,73-75,229158,195070,AAR_BT_0357 2650 4325,MAJOR_ROAD,278
2205,109,73,COWI,Aarhus,Denmark,56.16459887184971,10.109984271163967,4325,8220,Edwin Rahrs Vej,73-75,Aarhus,Denmark,56.15966870893221,10.07716983068849,2650,8220,Edwin Rahrs Vej,,229160,195096,AAR_BT_0358 4325 2650,MAJOR_ROAD,279
825,50,59,COWI,Aarhus,Denmark,56.1627072781356,10.139116813491796,4587,8220,Edwin Rahrs Vej,6B,Aarhus,Denmark,56.16254304778694,10.125912580356612,4330,8220,Edwin Rahrs Vej,42,229168,195204,AAR_BT_0362 4587 4330,MAJOR_ROAD,283
1495,77,70,COWI,,Denmark,56.15328110479527,10.110953550926183,4585,,,,Aarhus,Denmark,56.1529230346212,10.087875116567602,4343,8220,Silkeborgvej,699,229176,195312,AAR_BT_0366 4585 4343,MAJOR_ROAD,287
780,48,59,COWI,Aarhus,Denmark,56.179322409643085,10.175338207340246,4363,8200,Paludan-Müllers Vej,231,,Denmark,56.178623267668705,10.18461071717934,2658,,,,229178,195339,AAR_BT_0367 4363 2658,MAJOR_ROAD,288
760,47,58,COWI,,Denmark,56.17871060412596,10.184485323907893,2658,,,,Aarhus,Denmark,56.179322409643085,10.175338207340246,4363,8200,Paludan-Müllers Vej,231,229180,195365,AAR_BT_0368 2658 4363,MAJOR_ROAD,289
865,52,60,COWI,Aarhus,Denmark,56.179322409643085,10.175338207340246,4363,8200,Paludan-Müllers Vej,231,,Denmark,56.17505006362324,10.171526038028787,2657,,,,229182,195392,AAR_BT_0369 4363 2657,MAJOR_ROAD,290
885,53,60,COWI,,Denmark,56.174917180024806,10.171611868717264,2657,,,,Aarhus,Denmark,56.179322409643085,10.175338207340246,4363,8200,Paludan-Müllers Vej,231,229184,195418,AAR_BT_0370 2657 4363,MAJOR_ROAD,291
510,29,63,COWI,Aarhus,Denmark,56.170886798880105,10.149547918402732,4338,8210,Jernaldervej,3,,Denmark,56.16798814878688,10.151387677246134,2655,,,,229190,195499,AAR_BT_0373 4338 2655,MAJOR_ROAD,294
535,30,64,COWI,,Denmark,56.167867187555736,10.1515794551907,2655,,,,Aarhus,Denmark,56.170886798880105,10.149547918402732,4338,8210,Jernaldervej,3,229192,195525,AAR_BT_0374 2655 4338,MAJOR_ROAD,295
1080,58,67,COWI,Aarhus,Denmark,56.162574351819416,10.139154364418005,4587,8220,Edwin Rahrs Vej,6B,,Denmark,56.167867187555736,10.1515794551907,2655,,,,229194,195552,AAR_BT_0375 4587 2655,MAJOR_ROAD,296
855,48,64,COWI,Tilst,Denmark,56.182637286706964,10.113531440475526,4335,8381,Langørvej,36,Tilst,Denmark,56.18277313796047,10.101564720237775,4329,8381,Anelystvej,,229208,195737,AAR_BT_0382 4335 4329,MAJOR_ROAD,303
910,50,66,COWI,Tilst,Denmark,56.182637286706964,10.113531440475526,4335,8381,Langørvej,36,Tilst,Denmark,56.178402535294865,10.12084169080731,4336,8381,Holmstrupgårdvej,,229212,195790,AAR_BT_0384 4335 4336,MAJOR_ROAD,305
800,44,65,COWI,Tilst,Denmark,56.178402535294865,10.12084169080731,4336,8381,Holmstrupgårdvej,,Aarhus,Denmark,56.17941549701764,10.130153804893553,4342,8210,Viborgvej,322,229214,195817,AAR_BT_0385 4336 4342,MAJOR_ROAD,306
825,46,65,COWI,Aarhus,Denmark,56.17941549701764,10.130153804893553,4342,8210,Viborgvej,322,Tilst,Denmark,56.178402535294865,10.12084169080731,4336,8381,Holmstrupgårdvej,,229216,195843,AAR_BT_0386 4342 4336,MAJOR_ROAD,307
1250,66,68,COWI,Tilst,Denmark,56.16716656043954,10.093516609210042,4345,8381,Anelystvej,35,Aarhus,Denmark,56.16459887184971,10.109984271163967,4325,8220,Edwin Rahrs Vej,73-75,229218,195870,AAR_BT_0387 4345 4325,MAJOR_ROAD,308
670,45,54,COWI,Aarhus,Denmark,56.170278565367,10.186652602364234,3982,8200,Åbogade,1A,,Denmark,56.16929516572502,10.194526468751974,3192,,,,189726,187827,AAR_BT_0243 3982 3192,MAJOR_ROAD,177
1510,68,80,COWI,Tilst,Denmark,56.16716656043954,10.093516609210042,4345,8381,Anelystvej,35,Aarhus,Denmark,56.15966870893221,10.07716983068849,2650,8220,Edwin Rahrs Vej,,229222,195923,AAR_BT_0389 4345 2650,MAJOR_ROAD,310
1570,71,80,COWI,Aarhus,Denmark,56.15962240514419,10.077223474868788,2650,8220,Edwin Rahrs Vej,,Tilst,Denmark,56.16718933444926,10.093612498182324,4345,8381,Anelystvej,35,229224,197274,AAR_BT_0390 2650 4345,MAJOR_ROAD,311
790,36,79,COWI,Aarhus,Denmark,56.15469209819657,10.072890804893518,4344,8220,Hestagervej,7,Aarhus,Denmark,56.15962240514419,10.077223474868788,2650,8220,Edwin Rahrs Vej,,229226,197302,AAR_BT_0391 4344 2650,MAJOR_ROAD,312
1015,46,79,COWI,Aarhus,Denmark,56.15966870893221,10.07716983068849,2650,8220,Edwin Rahrs Vej,,Aarhus,Denmark,56.15457258895634,10.072391914016862,4344,8220,Hestagervej,7,229228,197328,AAR_BT_0392 2650 4344,MAJOR_ROAD,313
